gen best mean std
0 56.773463 1.613171 15.06714
1 87.011736 33.639166 20.758445
2 87.697441 56.241885 9.176432
3 87.697441 59.01538 8.833553
4 87.697441 59.766296 8.460787
5 87.697441 59.311613 8.604222
6 87.697441 60.967583 9.03895
7 87.697441 70.004016 15.107123
8 87.697441 80.314279 11.799928
9 87.697441 74.778955 19.395797
10 87.697441 80.646991 14.03908
11 87.697441 78.03092 13.578689
12 87.697441 80.504824 11.375477
13 87.697441 81.017839 11.738451
14 87.697441 77.529187 13.91235
15 87.697441 80.018585 16.120078
16 87.697441 85.016153 7.545509
17 87.697441 84.151881 9.122753
18 87.697441 84.33081 8.754549
19 87.697441 83.752934 9.152412
20 87.697441 80.969634 13.448814
21 87.697441 80.010352 16.221904
22 87.697441 81.886555 11.432681
23 87.697441 84.166203 8.609252
24 87.697441 83.796638 10.507273
25 87.697441 83.871869 9.203016
26 87.697441 78.419811 13.666486
27 87.697441 78.460376 16.828109
28 87.697441 80.560577 12.451525
29 87.697441 82.906423 10.336756
30 87.697441 82.505733 11.717705
