gen best mean std
0 57.231679 -2.551191 9.47909
1 66.237949 10.356089 17.422729
2 66.237949 35.15858 21.087149
3 66.237949 56.357976 6.759673
4 75.091917 57.661753 4.598244
5 75.091917 58.068426 2.848131
6 75.091917 58.846477 4.254696
7 75.091917 60.504813 6.078286
8 75.091917 66.123123 7.365034
9 75.091917 67.171072 12.191468
10 75.091917 70.232354 8.661699
11 75.091917 72.585242 4.214082
12 75.091917 73.127367 4.480129
13 75.091917 73.752752 3.655391
14 75.091917 72.862297 4.61511
15 75.091917 72.67928 8.543047
16 75.091917 73.923169 3.946421
17 75.091917 73.837729 3.356102
18 75.091917 73.553208 5.601103
19 75.091917 73.739689 4.314102
20 75.091917 73.124332 4.487379
21 75.091917 73.470025 7.988577
22 75.091917 74.286473 3.123137
23 75.091917 74.727146 2.213815
24 75.091917 73.83624 4.013944
25 75.091917 73.843275 3.573009
26 75.091917 73.926894 3.728605
27 75.091917 72.2256 9.223663
28 75.091917 73.83917 3.582399
29 75.091917 73.8275 3.839945
30 75.091917 74.735283 2.150425
