gen best mean std
0 57.601837 -1.542086 10.676752
1 57.732142 16.574833 17.918027
2 57.732142 40.309882 19.072785
3 57.732142 55.143093 8.659717
4 57.732142 56.994521 4.179397
5 57.732142 57.732142 0.0
6 57.732142 57.732142 0.0
7 57.732142 57.732142 0.0
8 57.732142 56.631022 7.553167
9 57.732142 57.732142 0.0
10 57.732142 57.732142 0.0
11 57.732142 57.732142 0.0
12 57.732142 57.732142 0.0
13 57.732142 57.732142 0.0
14 57.732142 55.826585 9.547217
15 57.732142 57.732142 0.0
16 57.732142 57.732142 0.0
17 57.732142 57.732142 0.0
18 57.732142 57.732142 0.0
19 57.732142 57.732142 0.0
20 57.732142 55.818061 9.369368
21 57.732142 57.732142 0.0
22 57.732142 57.732142 0.0
23 57.732142 57.732142 0.0
24 57.732142 57.732142 0.0
25 57.732142 57.732142 0.0
26 57.732142 55.093425 10.452415
27 57.732142 57.732142 0.0
28 57.732142 57.732142 0.0
29 57.732142 57.732142 0.0
30 57.732142 57.732142 0.0
