gen best mean std
0 91.772379 9.096835 30.42596
1 92.572379 64.801031 28.739575
2 92.572379 87.400101 12.748773
3 92.572379 91.578392 1.700018
4 92.572379 91.803126 0.140745
5 92.572379 91.820772 0.196804
6 92.64704 91.696058 1.676171
7 92.64704 92.007872 0.333384
8 92.64704 92.299378 0.33555
9 92.64704 90.03384 12.214641
10 92.64704 89.855803 11.897975
11 92.64704 92.580388 0.210119
12 92.64704 92.597221 0.191622
13 92.64704 92.596474 0.189473
14 92.64704 91.810607 5.627121
15 92.64704 89.452166 13.594549
16 92.64704 92.545361 0.248342
17 92.64704 92.542934 0.26767
18 92.64704 87.993111 15.082285
19 92.64704 92.074283 5.316427
20 92.64704 91.78152 6.429194
21 92.64704 91.978876 6.211539
22 92.64704 91.548297 7.585931
23 92.64704 92.41746 1.739383
24 92.64704 91.007988 8.270754
25 92.64704 92.592714 0.228601
26 92.64704 92.595461 0.229335
27 92.64704 88.710104 14.189654
28 92.64704 92.366371 1.745914
29 92.64704 89.626319 12.195748
30 92.64704 91.790027 6.429767
