gen best mean std
0 57.16227 -1.583384 9.478155
1 75.747727 16.164718 20.155598
2 75.752976 45.861293 17.051115
3 75.752976 56.523469 7.228445
4 75.752976 56.878322 6.577852
5 94.023266 56.483741 7.627608
6 94.023266 57.548868 5.580635
7 94.023266 55.710182 10.23177
8 94.023266 57.846041 11.38549
9 94.023266 62.965589 12.067017
10 94.023266 69.547948 16.813759
11 94.023266 75.072846 17.348004
12 94.023266 82.362539 18.652206
13 94.023266 90.912874 8.608345
14 94.023266 88.669454 16.949855
15 94.023266 91.2745 10.149457
16 94.023266 92.840442 8.859049
17 94.023266 91.449177 9.3826
18 94.023266 91.469119 10.389132
19 94.023266 89.628887 12.634923
20 94.023266 87.841061 17.810048
21 94.023266 87.689468 14.925539
22 94.023266 94.023266 0.0
23 94.023266 90.164752 11.693033
24 94.023266 87.270267 16.556129
25 94.023266 91.365767 9.718881
26 94.023266 86.541892 18.203329
27 94.023266 86.909269 17.978536
28 94.023266 91.933935 12.680013
29 94.023266 86.550123 18.190476
30 94.023266 90.630788 10.817407
