gen best mean std
0 91.772379 10.262222 30.084721
1 92.500134 73.388056 25.716715
2 92.927 85.224316 16.794522
3 92.927 91.290367 4.29321
4 92.927 91.790965 0.127176
5 92.927 91.811259 0.15674
6 92.927 91.916737 0.261689
7 92.927 92.119039 0.277732
8 92.927 92.435745 0.112836
9 92.927 91.956335 2.854513
10 92.927 92.533 0.044317
11 92.927 92.537 0.051962
12 92.927 92.567 0.10583
13 93.012614 92.713569 0.168127
14 93.012614 92.920123 0.072051
15 93.012614 93.010046 0.014605
16 93.527 91.883782 6.541473
17 93.727 93.176656 0.270413
18 93.727 93.605 0.169458
19 93.727 93.727 0.0
20 93.82385 93.749276 0.040758
21 93.82385 93.82385 0.0
22 93.82385 93.82385 0.0
23 93.82385 93.82385 0.0
24 93.82385 93.82385 0.0
25 93.82385 93.361015 1.428885
26 93.82385 93.82385 0.0
27 93.82385 93.82385 0.0
28 93.82385 93.82385 0.0
29 93.82385 93.82385 0.0
30 93.82385 93.82385 0.0
