gen best mean std
0 74.853671 -0.862269 12.954999
1 85.393424 17.748895 16.162632
2 85.7894 36.065615 21.972273
3 87.038793 59.847601 16.677441
4 87.038793 64.616331 18.269729
5 87.19141 78.491523 15.459417
6 87.19141 80.9464 15.255497
7 87.211736 82.745445 12.980752
8 87.211736 84.941982 6.905535
9 87.211736 82.154785 13.519451
10 87.211736 79.61299 12.81782
11 87.666602 82.062064 13.756325
12 87.666602 86.48477 3.884399
13 87.666602 85.707808 10.491133
14 87.666602 82.216158 14.397692
15 87.666602 81.330187 17.185649
16 87.666602 84.166083 11.085048
17 87.666602 83.430603 12.321138
18 87.666602 82.092833 15.101183
19 87.666602 84.00291 13.996278
20 87.666602 84.971563 10.038033
21 87.666602 83.297954 12.002433
22 87.666602 84.001883 9.893798
23 87.666602 83.306061 13.429531
24 87.666602 82.853861 14.032614
25 87.666602 83.769487 14.974362
26 87.666602 84.532149 11.344082
27 87.666602 85.378392 8.526282
28 87.666602 86.442928 5.796744
29 87.666602 84.708768 9.199005
30 87.666602 86.395625 5.505051
