gen best mean std
0 91.772379 10.030547 30.057628
1 92.04704 69.49425 28.437529
2 92.53704 86.385659 14.962995
3 92.53704 91.435708 3.423979
4 92.53704 91.614341 1.651061
5 92.53704 91.718706 0.615613
6 92.53704 91.780025 0.076083
7 92.53704 91.757062 0.241546
8 92.53704 91.71854 0.617246
9 93.727 90.384494 8.664033
10 93.727 91.792672 0.194549
11 93.727 91.811471 0.273647
12 93.727 91.708047 0.930895
13 93.727 91.828564 0.334756
14 93.727 91.789471 0.196253
15 93.727 91.791925 0.194482
16 93.727 91.383914 3.46317
17 93.727 91.114755 6.155526
18 93.727 91.73044 0.643809
19 93.727 91.789471 0.196253
20 93.727 91.73044 0.643809
21 93.727 91.791925 0.194482
22 93.727 90.746033 7.985935
23 93.727 91.727986 0.644112
24 93.727 91.630351 0.942798
25 93.727 91.791925 0.194482
26 93.727 91.791925 0.194482
27 93.727 91.811471 0.273647
28 93.727 91.458334 1.42017
29 93.727 91.789471 0.196253
30 93.727 91.801656 0.279217
