gen best mean std
0 57.16227 -1.842566 8.669362
1 66.16227 17.496002 19.471622
2 66.601837 42.892717 19.964062
3 66.601837 58.988665 3.600433
4 66.601837 61.235253 5.977814
5 66.601837 65.092461 2.925868
6 66.601837 65.358887 2.578108
7 66.601837 65.897949 1.536922
8 66.601837 66.168947 0.044294
9 66.601837 64.56569 7.375712
10 66.601837 65.899283 1.53137
11 66.601837 65.807969 1.765346
12 66.601837 65.631713 3.778747
13 66.601837 65.91081 1.515066
14 66.601837 65.556259 4.578417
15 66.601837 65.031072 5.32097
16 66.601837 66.111769 0.898024
17 66.601837 64.957718 8.373065
18 66.601837 65.930853 1.535236
19 66.601837 66.033967 1.22413
20 66.601837 65.415592 5.640433
21 66.601837 64.352926 8.873446
22 66.601837 66.141733 0.89771
23 66.601837 66.142344 0.897757
24 66.601837 65.4249 6.324653
25 66.601837 65.966846 1.538014
26 66.601837 64.892064 8.779739
27 66.601837 65.60333 4.584371
28 66.601837 65.783856 4.425433
29 66.601837 66.052976 1.262175
30 66.601837 65.610274 4.639567
