gen best mean std
0 92.13704 10.744063 30.553537
1 93.127 72.443691 26.653578
2 93.127 84.866597 14.336561
3 93.127 91.164999 2.258602
4 93.127 91.790672 0.142367
5 93.127 91.785925 0.134783
6 93.127 91.799471 0.189647
7 93.127 91.826564 0.265451
8 93.127 90.756258 6.003703
9 93.127 91.884985 0.368666
10 93.127 91.974599 0.502151
11 93.127 92.366266 0.655019
12 93.127 93.07569 0.189101
13 93.127 93.127 0.0
14 93.835214 90.872159 10.383964
15 93.835214 93.134083 0.070466
16 93.835214 93.146007 0.100693
17 93.835214 93.231944 0.223774
18 93.835214 93.702813 0.110925
19 93.835214 93.731329 0.021205
20 93.835214 93.735658 0.029358
21 93.835214 91.750764 9.846634
22 93.835214 93.7573 0.048588
23 93.835214 93.835214 0.0
24 93.835214 93.835214 0.0
25 93.835214 93.835214 0.0
26 93.835214 93.835214 0.0
27 93.835214 92.850068 3.063464
28 93.835214 93.835214 0.0
29 93.835214 93.835214 0.0
30 93.835214 93.835214 0.0
