gen best mean std
0 56.773463 -0.353411 12.600167
1 74.851532 19.700623 18.306726
2 87.011736 42.673863 20.389121
3 87.011736 59.646614 9.144649
4 89.393424 61.663632 11.560351
5 89.393424 66.601988 12.227449
6 89.393424 70.578537 14.641229
7 89.393424 79.816692 12.478779
8 89.393424 84.412053 7.464828
9 89.393424 85.304395 6.888276
10 89.393424 84.405841 11.504575
11 89.393424 82.217669 11.686925
12 89.393424 83.379927 8.743872
13 89.393424 84.199868 9.260053
14 89.393424 85.287758 5.923021
15 89.393424 82.059357 12.701394
16 89.393424 86.74715 3.03958
17 89.393424 83.632966 9.460525
18 89.393424 84.315119 8.148613
19 89.393424 84.397798 8.054449
20 89.393424 82.419662 13.220162
21 89.393424 84.138468 12.306721
22 89.393424 84.845356 8.73628
23 89.393424 82.63911 14.097433
24 89.393424 84.571639 7.627341
25 89.393424 83.754484 9.277057
26 89.393424 85.730281 5.928333
27 89.393424 84.213763 10.664196
28 89.393424 85.083924 10.761063
29 89.393424 84.127343 8.34162
30 89.393424 84.116658 9.569582
