gen best mean std
0 92.363558 15.148767 33.209651
1 92.576119 69.649815 26.533656
2 92.576119 82.646855 16.847678
3 92.576119 84.347545 15.970947
4 92.576119 90.509216 6.953624
5 92.576119 91.671295 0.661515
6 92.635214 91.795771 0.12899
7 92.927 91.729074 0.613556
8 92.927 91.810751 0.196979
9 92.927 91.799951 0.161979
10 92.927 91.81787 0.162068
11 92.927 91.803337 0.117569
12 92.927 91.812296 0.117713
13 92.927 91.832455 0.115524
14 92.927 91.843654 0.112742
15 92.927 91.85744 0.155094
16 92.927 91.849627 0.110768
17 92.927 91.845495 0.158278
18 92.927 91.848481 0.157573
19 92.927 91.831708 0.115668
20 92.927 91.833948 0.115219
21 92.927 91.833948 0.115219
22 92.927 91.834695 0.11506
23 92.927 91.844401 0.112515
24 92.927 91.836935 0.114551
25 92.927 91.841414 0.113392
26 92.927 91.837681 0.114371
27 92.927 91.830962 0.115808
28 92.927 91.856294 0.191394
29 92.927 91.87456 0.216947
30 92.927 91.855548 0.191575
