gen best mean std
0 88.872746 7.045183 28.284061
1 92.500134 70.393086 27.246788
2 92.572379 85.687197 10.494938
3 92.572379 83.285008 16.991528
4 92.572379 89.701046 8.704228
5 92.572379 91.670424 0.754313
6 92.572379 89.947981 9.706049
7 92.572379 90.383326 8.754171
8 92.572379 90.784363 6.761482
9 92.572379 88.662409 13.938589
10 92.572379 91.551412 2.549622
11 92.572379 91.287945 4.632874
12 92.572379 91.719464 3.488553
13 92.572379 91.582718 5.241725
14 92.572379 91.9437 1.705126
15 92.572379 90.903459 9.012426
16 92.572379 91.447392 4.905475
17 92.572379 91.710577 4.375902
18 92.572379 92.105662 0.681119
19 92.572379 91.442989 4.18378
20 92.572379 92.093491 0.423094
21 92.572379 90.45069 9.513669
22 92.572379 92.119588 0.282329
23 92.572379 90.68909 8.806276
24 92.572379 91.109994 6.285267
25 92.572379 90.810634 7.012583
26 92.572379 91.392164 6.177706
27 92.572379 91.613427 6.191775
28 92.572379 91.42251 6.898782
29 92.572379 91.046208 8.87997
30 92.572379 89.475533 14.990302
