gen best mean std
0 57.16227 -2.155017 8.869561
1 66.197882 18.464326 19.546817
2 66.197882 48.49008 15.357077
3 66.197882 56.901482 3.64562
4 66.197882 57.255723 0.898892
5 66.197882 57.258347 0.898714
6 66.197882 56.373531 5.335
7 66.197882 57.351441 1.264037
8 66.197882 55.574108 8.881539
9 66.197882 56.795385 6.076421
10 66.197882 57.920377 4.624757
11 66.197882 59.105139 3.552932
12 66.601837 58.957017 11.195384
13 66.601837 63.438436 9.192969
14 66.701683 62.583369 4.405333
15 84.776954 59.460704 9.361826
16 84.776954 61.054965 11.137098
17 84.776954 68.319085 9.429786
18 84.776954 72.875596 13.193377
19 84.776954 81.088385 9.207047
20 84.776954 83.119957 6.558583
21 84.776954 81.226846 12.160275
22 84.776954 78.565921 18.111388
23 84.776954 83.150703 9.824546
24 84.776954 81.204042 10.314942
25 84.776954 82.028115 9.106176
26 84.776954 81.931643 10.621352
27 84.776954 81.852872 11.208916
28 84.776954 80.835716 13.606807
29 84.776954 84.05709 7.16256
30 84.776954 81.917474 8.311596
