gen best mean std
0 57.188859 0.103745 12.610109
1 66.16227 26.926108 22.824882
2 66.16227 56.28003 7.483287
3 66.16227 57.270697 0.898585
4 75.16227 57.54862 2.172722
5 75.16227 57.75199 2.480685
6 75.16227 58.199575 3.214223
7 75.16227 60.271856 4.341824
8 75.16227 66.437968 1.968416
9 75.16227 67.06227 2.7
10 75.16227 69.49227 4.345239
11 75.16227 75.16227 0.0
12 75.16227 75.16227 0.0
13 75.16227 75.16227 0.0
14 75.16227 75.16227 0.0
15 75.16227 75.16227 0.0
16 75.16227 75.16227 0.0
17 75.16227 75.16227 0.0
18 75.16227 75.16227 0.0
19 75.16227 75.16227 0.0
20 75.16227 75.16227 0.0
21 75.16227 75.16227 0.0
22 75.16227 75.16227 0.0
23 75.16227 75.16227 0.0
24 75.16227 75.16227 0.0
25 75.16227 75.16227 0.0
26 75.16227 75.16227 0.0
27 75.16227 75.16227 0.0
28 75.16227 75.16227 0.0
29 75.16227 75.16227 0.0
30 75.16227 75.16227 0.0
