gen best mean std
0 92.127 8.097207 30.18621
1 92.576119 68.875464 28.940926
2 92.73194 84.887506 12.663388
3 92.73194 89.51975 4.355111
4 92.73194 84.866897 18.554698
5 92.73194 90.920262 6.234763
6 92.73194 91.79157 0.134339
7 92.73194 91.649984 0.868621
8 92.73194 90.299873 8.946393
9 92.73194 89.073773 12.910948
10 92.73194 91.095706 6.151778
11 92.73194 91.194927 5.260736
12 92.73194 91.183028 6.130874
13 92.73194 91.722848 0.622593
14 92.73194 89.790683 9.894705
15 92.73194 90.729357 7.491806
16 93.201503 91.682023 1.606265
17 93.201503 90.26888 8.849769
18 93.33194 90.066541 8.965661
19 93.33194 89.916834 10.111011
20 93.33194 91.079969 7.120879
21 93.33194 89.586423 10.478558
22 93.33194 90.614982 8.356294
23 93.33194 90.631466 8.463055
24 93.33194 91.25624 7.519423
25 93.33194 92.347056 0.699505
26 93.33194 92.355535 3.575195
27 93.33194 92.29623 1.900173
28 93.33194 92.396343 0.832547
29 93.33194 91.789498 5.469117
30 93.33194 90.80416 8.080314
