gen best mean std
0 66.219256 0.568255 15.660037
1 66.219256 27.348202 25.891703
2 94.023266 57.279105 9.512937
3 94.023266 58.262164 5.408068
4 94.023266 57.79697 3.9558
5 94.023266 57.80271 3.9532
6 94.023266 57.714741 3.863007
7 94.023266 57.623568 3.767661
8 94.023266 56.921447 10.60628
9 94.023266 57.998766 8.353282
10 94.023266 58.810576 6.276386
11 94.023266 59.279519 6.579175
12 94.023266 61.006757 8.615304
13 94.023266 65.748243 11.313104
14 94.023266 66.519787 13.240158
15 94.023266 75.466188 13.30296
16 94.023266 76.298085 12.881453
17 94.023266 79.346261 11.356751
18 94.023266 76.761843 12.539518
19 94.023266 81.640948 8.866874
20 94.023266 78.517134 13.2786
21 94.023266 79.609673 10.533119
22 94.023266 84.68384 2.071269
23 94.023266 80.521798 9.634083
24 94.023266 80.438157 10.053175
25 94.023266 84.21362 4.319022
26 94.023266 76.870318 14.243308
27 94.023266 75.847787 13.621141
28 94.023266 74.925355 13.738354
29 94.023266 77.03844 12.609074
30 94.023266 75.553347 12.623863
