gen best mean std
0 92.33704 13.464508 33.704205
1 92.33704 77.972546 21.255691
2 92.518596 84.768695 15.898196
3 92.518596 91.763786 0.417895
4 92.518596 91.819521 0.173286
5 92.53704 91.258209 5.23864
6 92.53704 90.190602 8.969156
7 92.53704 91.797319 0.131602
8 92.53704 91.812612 0.167382
9 92.53704 88.661259 13.082336
10 92.53704 91.867785 0.248178
11 92.53704 91.428258 2.869086
12 92.53704 92.218235 0.369451
13 92.53704 92.53704 0.0
14 92.53704 92.53704 0.0
15 92.53704 89.94515 10.7396
16 92.53704 92.53704 0.0
17 92.53704 92.53704 0.0
18 92.53704 92.53704 0.0
19 92.53704 92.53704 0.0
20 92.53704 92.53704 0.0
21 92.53704 88.779946 15.003294
22 92.53704 92.53704 0.0
23 92.53704 92.53704 0.0
24 92.53704 92.53704 0.0
25 92.53704 92.53704 0.0
26 92.53704 92.53704 0.0
27 92.53704 88.61478 14.784142
28 92.53704 92.53704 0.0
29 92.53704 92.53704 0.0
30 92.53704 92.53704 0.0
