gen best mean std
0 57.225448 -2.294705 10.105941
1 57.601837 10.853295 16.992097
2 66.601837 32.453896 18.137482
3 66.601837 51.033535 13.245103
4 66.601837 57.4063 0.938736
5 66.601837 56.75824 5.087724
6 66.601837 57.558302 0.926093
7 66.601837 55.890335 7.527623
8 66.601837 56.113107 7.453168
9 66.601837 56.854473 7.137243
10 66.601837 57.809706 1.980451
11 66.601837 57.371715 2.874043
12 66.601837 57.834267 1.264897
13 66.601837 57.110496 5.207402
14 66.601837 57.700321 1.560178
15 66.601837 57.372005 4.655366
16 66.601837 57.923237 1.536404
17 66.752976 56.95034 6.500347
18 66.752976 57.553681 3.11124
19 66.752976 57.849006 1.982807
20 66.752976 57.978451 2.814447
21 66.752976 57.142674 7.156451
22 66.752976 59.043366 3.483447
23 66.752976 59.79038 4.211512
24 66.752976 60.329601 7.888496
25 66.752976 62.309446 8.603758
26 66.752976 63.595308 9.559661
27 66.752976 62.050838 12.445046
28 66.752976 65.666753 7.716739
29 66.752976 65.730935 3.649558
30 66.752976 61.866418 12.625558gen best mean std
0 57.16227 3.608281 18.750843
