gen best mean std
0 89.411736 -1.1467 13.076684
1 89.411736 22.721577 19.003466
2 89.411736 38.679814 21.338454
3 89.411736 56.524056 14.392699
4 89.411736 61.191702 12.405179
5 89.411736 68.172104 10.635092
6 89.411736 75.03529 10.61826
7 89.411736 80.632858 11.376089
8 89.411736 88.475612 2.334186
9 89.411736 89.111736 0.3
10 89.411736 89.411736 0.0
11 89.411736 89.411736 0.0
12 89.411736 89.411736 0.0
13 89.411736 89.411736 0.0
14 89.411736 89.411736 0.0
15 89.411736 89.411736 0.0
16 89.411736 89.411736 0.0
17 89.411736 89.411736 0.0
18 89.411736 89.411736 0.0
19 89.411736 89.411736 0.0
20 89.411736 89.411736 0.0
21 89.411736 89.411736 0.0
22 89.411736 89.411736 0.0
23 89.411736 89.411736 0.0
24 89.411736 89.411736 0.0
25 89.411736 89.411736 0.0
26 89.411736 89.411736 0.0
27 89.411736 89.411736 0.0
28 89.411736 89.411736 0.0
29 89.411736 89.411736 0.0
30 89.411736 89.411736 0.0
