gen best mean std
0 91.84704 11.91407 31.108263
1 92.770654 70.019187 27.625249
2 92.770654 89.802371 5.779404
3 92.770654 91.359406 4.348718
4 92.770654 91.786008 0.105402
5 92.770654 91.782362 0.099327
6 92.770654 91.782362 0.099327
7 92.770654 91.792344 0.139759
8 92.770654 90.934895 7.920535
9 92.770654 91.782362 0.099327
10 92.770654 91.782362 0.099327
11 92.770654 91.782362 0.099327
12 92.770654 91.782362 0.099327
13 92.770654 91.782362 0.099327
14 92.970654 91.007713 7.915152
15 92.970654 91.809074 0.199973
16 92.970654 91.831057 0.23463
17 92.970654 91.438614 3.518665
18 92.970654 91.811974 0.210262
19 92.970654 91.849232 0.256199
20 92.970654 91.413741 3.840582
21 92.970654 92.128769 1.04173
22 92.970654 91.768251 4.671675
23 92.970654 92.024144 8.026638
24 92.970654 92.562262 1.92669
25 92.970654 91.578983 7.686395
26 92.970654 91.331828 7.988731
27 92.970654 91.185339 9.371944
28 92.970654 91.620262 8.743469
29 92.970654 91.979969 7.154453
30 92.970654 92.845237 0.355282
