gen best mean std
0 65.751957 -0.472848 10.945705
1 74.76363 21.597984 16.706048
2 85.393424 38.903375 20.343963
3 90.417915 54.635769 13.423518
4 90.417915 52.324459 15.112114
5 90.417915 59.663563 16.364966
6 90.417915 58.133467 17.893381
7 90.417915 53.864391 19.827723
8 90.417915 55.766278 22.883629
9 90.417915 54.850889 23.909996
10 90.417915 53.619125 26.792511
11 90.417915 63.568732 24.050446
12 90.417915 77.759866 21.787898
13 90.417915 87.626453 11.226151
14 90.417915 86.029022 12.619701
15 90.417915 83.491238 18.158488
16 90.417915 89.385712 8.842846
17 90.417915 87.62013 11.070608
18 90.417915 84.584226 17.737673
19 90.417915 83.661214 19.507634
20 90.417915 86.613046 12.49771
21 90.417915 85.635421 15.471358
22 90.417915 87.852148 11.934292
23 90.417915 85.638769 15.96342
24 90.417915 88.493372 8.063601
25 90.417915 86.370218 12.332402
26 90.417915 87.486905 11.408601
27 90.417915 84.582161 17.475505
28 90.417915 85.848614 17.71742
29 90.417915 88.735478 7.442945
30 90.417915 86.509188 13.128529
