gen best mean std
0 91.772379 9.075684 29.726826
1 92.13704 67.383788 29.265998
2 92.576119 83.93297 18.888729
3 92.576119 89.277706 10.927929
4 92.576119 90.228067 7.437131
5 93.763047 91.542594 1.157073
6 93.763047 91.000734 7.827266
7 93.763047 91.790723 0.217513
8 93.763047 91.54802 1.247675
9 93.763047 91.661627 0.76849
10 93.763047 89.245022 11.204941
11 93.763047 91.533039 1.176979
12 93.763047 91.633108 0.957247
13 93.763047 91.547106 1.190713
14 93.763047 91.601286 1.093975
15 93.763047 90.855848 6.4544
16 93.763047 90.687458 8.167485
17 93.763047 91.845101 4.586576
18 93.976119 92.285028 2.341591
19 94.052506 92.427137 1.948795
20 94.052506 92.826115 1.585298
21 94.052506 92.626932 2.959606
22 94.052506 92.543321 3.189219
23 94.052506 93.160301 1.682828
24 94.052506 91.317694 13.015655
25 94.052506 91.835558 9.726477
26 94.052506 92.526642 7.775425
27 94.052506 91.206873 10.129115
28 94.052506 91.158376 9.873716
29 94.052506 92.246952 6.791247
30 94.052506 91.741056 10.909448
