gen best mean std
0 57.16227 -1.5764 12.183291
1 75.054579 16.506766 20.878404
2 75.054579 45.809398 18.116087
3 75.059829 57.562542 6.010366
4 75.059829 58.45709 4.563247
5 75.059829 58.361708 7.873668
6 75.059829 61.472228 8.786026
7 75.059829 67.629524 8.865232
8 75.059829 74.519471 3.043993
9 75.059829 69.397942 17.471476
10 75.059829 75.055104 0.001575
11 75.059829 72.89849 12.269581
12 75.059829 75.059671 0.000895
13 75.059829 75.059829 0.0
14 75.059829 75.059829 0.0
15 75.059829 73.174958 8.446808
16 75.059829 75.059829 0.0
17 75.059829 75.059829 0.0
18 75.059829 75.059829 0.0
19 75.059829 75.059829 0.0
20 75.059829 75.059829 0.0
21 75.059829 73.382755 4.944359
22 75.059829 75.059829 0.0
23 75.059829 75.059829 0.0
24 75.059829 75.059829 0.0
25 75.059829 75.059829 0.0
26 75.059829 75.059829 0.0
27 94.023266 73.097065 9.804287
28 94.023266 75.249463 1.886838
29 94.023266 75.439097 2.654881
30 94.023266 75.818366 3.71606
