gen best mean std
0 57.16227 -0.029252 12.628498
1 57.732142 24.498967 22.259155
2 57.752976 50.180547 14.031185
3 57.752976 57.096624 0.898807
4 57.752976 57.182321 0.085722
5 57.752976 57.179279 0.083746
6 57.752976 57.183473 0.084887
7 57.752976 57.202414 0.104021
8 57.752976 57.276547 0.161473
9 66.16227 56.044158 7.349694
10 66.16227 57.401468 0.905582
11 66.16227 57.467337 0.907186
12 66.16227 57.533026 0.909226
13 66.16227 57.980521 1.439572
14 66.16227 58.23795 2.002044
15 66.16227 59.249565 3.238749
16 66.16227 60.208075 8.736116
17 66.16227 66.16227 0.0
18 66.16227 66.16227 0.0
19 66.16227 66.16227 0.0
20 66.16227 66.16227 0.0
21 66.16227 66.16227 0.0
22 66.16227 64.639318 6.696258
23 66.16227 66.16227 0.0
24 66.16227 66.16227 0.0
25 66.16227 66.16227 0.0
26 66.16227 66.16227 0.0
27 66.16227 66.16227 0.0
28 66.16227 63.826054 6.907066
29 66.16227 66.16227 0.0
30 66.16227 66.16227 0.0
