gen best mean std
0 91.972379 10.842947 31.442338
1 92.33704 75.596611 26.588249
2 92.33704 91.706326 0.524185
3 92.33704 91.781012 0.057766
4 92.33704 91.789645 0.080775
5 92.33704 91.802011 0.098157
6 92.33704 91.845083 0.129396
7 92.33704 91.92054 0.174965
8 92.33704 91.329937 5.283977
9 92.33704 92.33214 0.048754
10 92.33704 92.33704 0.0
11 92.33704 92.33704 0.0
12 92.33704 92.33704 0.0
13 92.33704 92.33704 0.0
14 92.33704 88.868257 13.779636
15 92.33704 92.33704 0.0
16 92.33704 92.33704 0.0
17 92.33704 92.33704 0.0
18 92.33704 92.33704 0.0
19 92.33704 92.33704 0.0
20 92.33704 90.151447 10.244106
21 92.33704 92.33704 0.0
22 92.33704 92.33704 0.0
23 92.33704 92.33704 0.0
24 92.33704 92.33704 0.0
25 92.33704 92.33704 0.0
26 92.33704 90.481199 10.266005
27 92.33704 92.33704 0.0
28 92.33704 92.33704 0.0
29 92.33704 92.33704 0.0
30 92.33704 92.33704 0.0
