gen best mean std
0 91.772379 11.539118 30.173042
1 93.327 74.877723 23.279664
2 93.327 87.518397 13.230973
3 93.727 91.83411 0.31636
4 93.727 91.942026 0.50866
5 93.727 92.608513 0.8496
6 93.727 93.627 0.216333
7 93.727 93.727 0.0
8 93.727 93.727 0.0
9 93.727 93.727 0.0
10 93.727 93.727 0.0
11 93.727 93.727 0.0
12 93.727 93.727 0.0
13 93.727 93.727 0.0
14 93.727 93.727 0.0
15 93.727 93.727 0.0
16 93.727 93.727 0.0
17 93.727 93.727 0.0
18 93.727 93.727 0.0
19 93.727 93.727 0.0
20 93.727 93.727 0.0
21 93.727 93.727 0.0
22 93.727 93.727 0.0
23 93.727 93.727 0.0
24 93.727 93.727 0.0
25 93.727 93.727 0.0
26 93.727 93.727 0.0
27 93.727 93.727 0.0
28 93.727 93.727 0.0
29 93.727 93.727 0.0
30 93.727 93.727 0.0
