gen best mean std
0 57.752976 -1.734727 11.16756
1 57.752976 20.535574 19.086135
2 75.752976 46.671054 16.565868
3 75.752976 53.767025 11.614446
4 75.752976 58.054761 4.592129
5 75.752976 55.436553 11.679373
6 94.023266 59.786069 10.749105
7 94.023266 66.966808 16.897797
8 94.023266 61.783835 17.064453
9 94.023266 63.439114 21.541803
10 94.023266 71.62663 17.473065
11 94.023266 77.370287 18.760697
12 94.023266 84.265705 13.460124
13 94.023266 86.691385 11.615398
14 94.023266 85.526719 11.791276
15 94.023266 85.165478 13.576888
16 94.023266 84.804942 13.356955
17 94.023266 82.047277 10.883943
18 94.023266 85.610812 11.695703
19 94.023266 83.331217 11.994252
20 94.023266 87.620244 10.156547
21 94.023266 87.025351 17.729652
22 94.023266 91.266624 9.507201
23 94.023266 85.963324 20.064296
24 94.023266 92.924211 6.249637
25 94.023266 88.645812 15.588867
26 94.023266 90.179075 11.652889
27 94.023266 92.933427 8.030599
28 94.023266 87.835903 15.464634
29 94.023266 91.095878 9.927553
30 94.023266 91.828333 8.19666
