gen best mean std
0 91.772379 9.599017 32.150963
1 92.127 72.787399 26.794032
2 92.527 87.197724 11.986466
3 92.527 91.717737 0.611012
4 92.527 91.790094 0.103741
5 92.527 91.691344 0.691135
6 92.527 91.784751 0.087635
7 92.527 91.805336 0.12761
8 92.527 91.763421 0.641512
9 92.527 90.664995 7.522174
10 92.527 91.989093 0.803757
11 92.527 92.382816 0.16489
12 92.727 92.371801 0.741855
13 93.727 92.468432 0.45261
14 93.727 92.513854 0.758754
15 93.727 92.542412 1.087916
16 93.727 92.876583 1.48187
17 93.727 92.909618 3.01335
18 93.727 93.157697 4.418078
19 93.727 93.329716 2.027303
20 93.727 93.586209 0.537943
21 93.727 93.388394 0.966002
22 93.727 93.594826 0.573584
23 93.727 92.403871 6.968386
24 93.727 93.304782 1.394643
25 93.727 93.175 1.227381
26 93.727 93.377291 1.060485
27 93.727 93.589361 0.641342
28 93.727 93.60631 0.397565
29 93.727 92.500397 6.483109
30 93.727 93.33721 1.210634
