gen best mean std
0 39.179917 -0.917377 9.789621
1 74.746171 20.416919 18.158657
2 87.011736 49.507634 17.429554
3 87.011736 57.098275 4.942891
4 87.011736 57.680612 5.158263
5 87.011736 57.982994 5.925467
6 87.011736 59.797291 9.071482
7 87.19141 69.779514 14.974393
8 87.19141 87.011671 0.026833gen best mean std
0 56.773463 1.795508 13.570525
9 87.19141 87.013533 0.017877
1 84.59141 32.559579 21.616649
10 87.19141 81.163288 16.689284
2 87.011736 52.963777 14.942477
11 87.19141 87.015329 0.025154
3 87.638793 61.551382 10.657973
12 87.19141 87.018923 0.035209
4 87.638793 65.213586 12.012469
13 87.19141 87.027907 0.051419
5 87.638793 69.772818 13.629223
14 87.19141 87.072825 0.085113
6 87.638793 79.558774 12.047869
15 87.19141 87.19141 0.0
7 87.638793 86.895409 1.222056
16 87.19141 81.800669 16.447746
8 87.638793 87.024277 0.087788
17 87.19141 87.19141 0.0
9 87.638793 87.018006 0.062391
18 87.19141 87.19141 0.0
10 87.638793 81.684019 13.881542
19 87.19141 87.19141 0.0
11 87.638793 87.024277 0.087788
20 87.19141 87.19141 0.0
12 87.638793 87.043089 0.136664
21 87.19141 87.19141 0.0
13 87.638793 87.043089 0.136664
22 87.19141 81.315318 17.180607
14 87.638793 87.074442 0.188117
23 87.19141 87.19141 0.0
15 87.638793 87.2751 0.309489
24 87.19141 87.19141 0.0
16 87.638793 79.465834 17.313761
25 87.19141 87.19141 0.0
17 87.638793 87.638793 0.0
26 87.19141 87.19141 0.0
18 87.638793 87.638793 0.0
27 87.19141 87.19141 0.0
19 87.638793 87.638793 0.0
28 87.19141 82.418895 14.767201
20 87.638793 87.638793 0.0
29 87.19141 87.19141 0.0
21 87.638793 87.638793 0.0
30 87.19141 87.19141 0.0
22 87.638793 83.764675 11.972138
23 87.638793 87.638793 0.0
24 87.638793 87.638793 0.0
25 87.638793 87.638793 0.0
26 87.638793 87.638793 0.0
27 87.638793 87.638793 0.0
28 87.638793 85.543041 9.832499
29 87.638793 87.638793 0.0
30 87.638793 87.638793 0.0
