gen best mean std
0 57.136369 -3.37535 7.712106
1 66.16227 10.754125 18.857086
2 66.21004 49.266195 17.10522
3 75.054579 58.620977 4.136863
4 75.165189 60.667195 5.777868
5 75.165189 66.118939 8.293301
6 75.165189 74.968483 0.87911
7 75.165189 74.968469 0.879155
8 75.165189 75.056792 0.015485
9 75.165189 75.056792 0.015485
10 75.165189 75.055685 0.011006
11 75.165189 75.057898 0.018869
12 75.165189 75.056792 0.015485
13 75.165189 75.057898 0.018869
14 75.165189 75.057898 0.018869
15 75.165189 75.056792 0.015485
16 75.165189 75.055685 0.011006
17 75.165189 75.056792 0.015485
18 75.165189 75.056792 0.015485
19 75.165189 75.056792 0.015485
20 75.165189 75.055685 0.011006
21 75.165189 75.056792 0.015485
22 75.165189 75.056792 0.015485
23 75.165189 75.056792 0.015485
24 75.165189 75.056792 0.015485
25 75.165189 75.055685 0.011006
26 75.165189 75.055685 0.011006
27 75.165189 75.055685 0.011006
28 75.165189 75.056792 0.015485
29 75.165189 75.056792 0.015485
30 75.165189 75.056792 0.015485
