gen best mean std
0 47.736602 0.337513 11.809386
1 74.783394 26.838703 17.983345
2 74.783394 46.826978 16.744937
3 74.783394 55.988324 9.537846
4 84.011736 57.945942 4.881406
5 84.567552 58.402605 6.564566
6 84.567552 65.792052 8.681932gen best mean std
0 56.773463 1.899891 13.643634
7 85.243021 75.231284 4.019672
1 65.773463 24.568414 17.056022
8 85.243021 74.662236 3.762946
2 65.773463 44.616722 17.676305
9 85.243021 75.127867 3.447836
3 74.773463 60.733463 6.404561
10 85.243021 75.503915 3.43039
4 74.773463 64.783463 8.432669
11 85.243021 71.401062 12.586245
5 85.253671 69.313067 6.293709
12 85.243021 77.563664 4.980737
6 85.253671 69.943067 6.848647
13 85.243021 80.82331 5.752557
7 85.253671 70.40787 5.587185
14 85.243021 81.195059 7.233944
8 85.253671 72.47787 4.809916
15 85.243021 82.88077 5.387647
9 85.253671 73.168265 4.14146
16 85.243021 84.574307 0.067208
10 85.253671 71.570806 10.218383
17 85.243021 78.05322 15.229921
11 85.253671 75.08787 1.787789
18 85.243021 84.574307 0.067208
12 85.253671 75.61188 2.843209
19 85.243021 84.574307 0.067208
13 85.253671 76.13589 3.52453
20 85.243021 84.581061 0.094566
14 85.253671 80.118369 5.239056
21 85.243021 84.587816 0.115226
15 85.253671 85.253671 0.0
22 85.243021 84.587816 0.115226
16 85.253671 82.496474 8.879864
23 85.243021 74.864666 15.454079
17 85.253671 85.253671 0.0
24 85.243021 84.60808 0.160415
18 85.253671 85.253671 0.0
25 85.243021 84.675627 0.247631
19 85.253671 85.253671 0.0
26 85.243021 84.972833 0.330911
20 85.253671 85.253671 0.0
27 85.243021 85.243021 0.0
21 85.253671 85.253671 0.0
28 85.243021 85.243021 0.0
22 85.253671 82.780452 7.909978
29 85.243021 81.687412 12.050324
23 85.253671 85.253671 0.0
30 85.243021 85.243021 0.0
24 85.253671 85.253671 0.0
25 85.253671 85.253671 0.0
26 85.253671 85.253671 0.0
27 85.253671 85.253671 0.0
28 85.253671 82.315591 8.946551
29 85.253671 85.253671 0.0
30 85.253671 85.253671 0.0
