gen best mean std
0 66.16227 -1.13696 11.368453
1 66.168118 22.775829 20.330104
2 75.059829 52.291153 14.429168
3 75.059829 58.192293 4.522695
4 75.091917 58.43501 5.655309
5 75.094638 60.486848 6.403242
6 75.094638 67.453955 7.212107
7 75.094638 71.997377 6.013439
8 75.094638 72.991058 8.133316
9 75.094638 73.898347 4.149731
10 75.094638 72.181635 7.460663
11 75.16227 72.677807 11.050606
12 75.16227 70.315054 10.156841
13 75.16227 70.970683 7.32623
14 75.16227 69.073212 11.318104
15 75.16227 70.246248 7.876513
16 75.16227 71.593601 7.178062
17 75.16227 71.319168 7.221641
18 75.16227 71.330538 11.418988
19 75.16227 72.029825 6.774385
20 75.16227 71.479135 7.996071
21 75.16227 71.584085 8.900344
22 75.16227 71.77137 6.918759
23 75.16227 72.196572 6.770494
24 75.16227 72.059921 11.868688
25 75.16227 71.770955 8.512262
26 75.16227 70.497468 8.620337
27 75.16227 72.57677 6.110387
28 75.16227 71.323316 7.963516
29 75.16227 70.94275 8.715103
30 75.16227 71.075673 9.549968
