gen best mean std
0 30.790514 -1.978298 8.289425
1 57.266659 16.29884 12.078117
2 57.752976 28.767781 15.745585
3 66.752976 43.539524 17.628068
4 66.752976 54.716234 9.438984
5 66.752976 57.459775 0.962992
6 66.752976 55.662854 8.713168
7 66.752976 56.676765 6.839082
8 75.752976 57.164956 8.423751
9 75.752976 60.482135 4.57571
10 75.752976 58.707864 9.936992
11 75.752976 59.351614 11.364723
12 75.752976 62.56719 6.453647
13 75.752976 61.294917 12.292618
14 75.752976 60.582123 11.460499
15 75.752976 61.839992 9.152327
16 75.752976 62.476594 11.365872
17 75.752976 61.617307 11.473583
18 75.752976 62.997998 8.494594
19 75.752976 62.398545 9.326228
20 75.752976 63.034847 6.400611
21 75.752976 64.534885 6.054713
22 94.023266 64.48179 8.412149
23 94.023266 63.038655 9.90043
24 94.023266 65.222266 6.52793
25 94.023266 63.632834 8.338846
26 94.023266 64.017005 7.412063
27 94.023266 64.933411 7.681469
28 94.023266 59.609864 13.862787
29 94.023266 63.205197 10.373758
30 94.023266 62.691554 10.922504
