gen best mean std
0 56.769519 -2.140275 9.404705
1 84.39141 16.902485 16.553638
2 84.39141 37.592161 20.26955
3 84.39141 56.550021 9.644356
4 86.993424 58.486799 9.35914
5 87.793424 61.715297 16.617809
6 89.013791 74.515137 15.148415
7 89.013791 79.99257 15.51219
8 89.013791 82.776424 12.251642
9 89.013791 83.695547 10.031171
10 89.013791 81.797171 13.998323
11 89.013791 85.217231 7.311629
12 89.013791 84.10952 12.35937
13 89.013791 85.204279 8.668026
14 89.013791 84.496248 11.651386
15 89.013791 82.76066 14.404659
16 89.013791 81.37796 15.070295
17 89.013791 84.593263 13.943509
18 89.613791 82.467587 15.549261
19 89.613791 84.342057 13.568325
20 89.613791 82.983864 14.258606
21 89.613791 79.552526 19.525721
22 89.613791 86.403568 5.657446
23 89.613791 84.109431 11.68146
24 89.613791 85.575658 11.332124
25 89.613791 85.32194 10.110197
26 89.613791 83.087501 15.721499
27 89.613791 82.811528 15.138805
28 89.613791 84.36119 12.601407
29 89.613791 84.937046 9.554396
30 89.613791 86.817404 7.494004
