gen best mean std
0 57.260207 -0.885278 12.230782
1 57.732142 23.28991 21.229373
2 66.752976 51.515807 14.16352
3 66.752976 56.870976 5.47537
4 66.752976 58.015196 3.111244
5 66.752976 57.925192 2.558967
6 66.752976 58.509727 3.406752
7 66.752976 60.272976 4.04099
8 66.752976 61.802976 4.477443
9 66.752976 59.179442 8.024488
10 66.752976 61.352976 4.409082
11 66.752976 66.752976 0.0
12 66.752976 66.752976 0.0
13 66.752976 66.752976 0.0
14 66.752976 66.752976 0.0
15 66.752976 62.107991 12.327737
16 66.752976 66.752976 0.0
17 66.752976 66.752976 0.0
18 66.752976 66.752976 0.0
19 66.752976 66.752976 0.0
20 66.752976 66.752976 0.0
21 66.752976 64.947016 9.358098
22 66.752976 66.752976 0.0
23 66.752976 66.752976 0.0
24 66.752976 66.752976 0.0
25 66.752976 66.752976 0.0
26 66.752976 66.752976 0.0
27 66.752976 64.67624 8.531366
28 66.752976 66.752976 0.0
29 66.752976 66.752976 0.0
30 66.752976 66.752976 0.0
