gen best mean std
0 91.772379 13.922079 33.581294
1 92.24704 70.568961 26.028458
2 92.927 86.868173 14.98635
3 92.927 91.759967 0.327888
4 92.927 91.785925 0.116396
5 92.927 91.783925 0.114883
6 92.927 91.795471 0.161647
7 92.927 91.807018 0.196964
8 92.927 91.841656 0.274207
9 92.927 91.934026 0.400639
10 92.927 92.476698 0.563167
11 92.927 92.927 0.0
12 92.927 92.927 0.0
13 92.927 92.927 0.0
14 92.927 92.927 0.0
15 92.927 92.927 0.0
16 92.927 92.927 0.0
17 92.927 92.927 0.0
18 92.927 92.927 0.0
19 92.927 92.927 0.0
20 92.927 92.927 0.0
21 92.927 92.927 0.0
22 92.927 92.927 0.0
23 92.927 92.927 0.0
24 92.927 92.927 0.0
25 92.927 92.927 0.0
26 92.927 92.927 0.0
27 92.927 92.927 0.0
28 92.927 92.927 0.0
29 92.927 92.927 0.0
30 92.927 92.927 0.0
