gen best mean std
0 91.772379 3.478998 22.370805
1 93.356575 60.706853 28.970037
2 93.356575 84.758771 12.426736
3 93.356575 90.873293 4.482851
4 93.356575 91.685101 0.852151
5 93.356575 91.322129 5.242306
6 93.801503 91.629864 1.826279
7 93.801503 90.827064 5.980135
8 93.801503 92.017609 1.371584
9 93.801503 90.82003 10.835227
10 93.801503 91.802577 7.923253
11 93.801503 93.142136 2.84086
12 93.801503 91.568453 8.462783
13 93.801503 91.694134 7.363191
14 93.801503 91.312918 10.530909
15 93.801503 92.145396 9.411702
16 93.801503 92.969294 2.520271
17 93.801503 91.933986 6.69049
18 93.801503 91.262948 8.519961
19 93.801503 93.014541 1.858364
20 93.801503 92.188096 5.709094
21 93.801503 92.755362 6.486686
22 93.801503 92.199798 7.00666
23 93.801503 91.217174 10.454944
24 93.801503 91.620006 6.445003
25 93.801503 92.75246 3.508297
26 93.801503 92.355985 6.91728
27 93.801503 92.869383 6.508927
28 93.801503 93.252165 1.627712
29 93.801503 92.672645 4.02893
30 93.801503 93.047082 2.025791
