gen best mean std
0 57.330119 -1.647034 10.716783
1 66.16227 21.509475 20.682798
2 66.16227 48.263406 16.845924
3 66.16227 55.945574 9.381907
4 66.16227 57.314187 0.903738
5 66.16227 57.410334 0.911559
6 66.16227 57.672882 1.241209
7 66.16227 57.908682 1.463913
8 66.225448 56.380291 8.741903
9 66.225448 57.972553 1.902856
10 66.225448 58.4079 2.455782
11 66.225448 57.973145 1.908258
12 66.225448 58.09137 1.870981
13 66.225448 58.118742 1.864449
14 66.225448 58.135472 1.857262
15 66.225448 57.576146 5.720115
16 66.225448 58.293709 2.172654
17 66.225448 58.363945 2.318082
18 66.601837 59.114179 3.234495
19 66.601837 60.328651 4.616796
20 66.601837 64.09677 4.393609
21 66.601837 64.613433 3.453707
22 66.601837 63.368815 9.187753
23 66.601837 65.342997 2.68758
24 66.601837 65.968488 1.538223
25 66.601837 66.066991 1.264445
26 66.601837 65.819583 2.945887
27 66.601837 66.002053 1.543891
28 66.601837 66.015979 1.553857
29 66.601837 66.198407 0.902815
30 66.601837 65.928559 1.776263gen best mean std
0 21.795993 -0.794767 9.26625
