gen best mean std
0 57.16227 -1.094507 10.813613
1 66.185869 22.808664 20.669866
2 66.185869 51.790866 13.086314
3 75.752976 57.766683 3.347527
4 75.752976 59.062582 4.507798
5 75.752976 59.10965 5.899532
6 94.023266 61.214069 9.120045
7 94.023266 61.510728 11.298235
8 94.023266 64.811507 16.511863
9 94.023266 74.082493 14.141037
10 94.023266 73.792643 16.34504
11 94.023266 71.740936 15.789546
12 94.023266 74.36906 16.07905
13 94.023266 79.535414 13.178153
14 94.023266 81.830824 13.901063
15 94.023266 88.383802 11.612448
16 94.023266 89.74935 13.236754
17 94.023266 88.945808 15.858537
18 94.023266 91.028439 12.089815
19 94.023266 89.403033 15.385814
20 94.023266 90.930102 10.545002
21 94.023266 88.30563 15.771256
22 94.023266 90.468184 12.913062
23 94.023266 91.301468 10.991985
24 94.023266 90.299968 12.038578
25 94.023266 88.866237 16.039188
26 94.023266 91.385561 10.769762
27 94.023266 88.673763 14.941599
28 94.023266 86.956224 19.305219
29 94.023266 92.119752 8.432792
30 94.023266 90.297953 12.169749
