gen best mean std
0 56.773463 -0.44487 11.163923
1 85.013791 22.391828 16.892092
2 87.011736 44.278151 19.89184
3 87.011736 57.349376 5.660381
4 87.011736 57.795246 4.405897
5 88.211736 57.479085 4.396895
6 88.211736 57.491841 4.478199
7 88.211736 57.867748 5.868795
8 88.211736 58.126596 5.717714
9 88.211736 58.130694 5.454087
10 88.211736 55.010281 13.20919
11 88.211736 58.824006 6.579793
12 88.211736 61.91814 8.369384
13 88.411736 69.42989 10.678384
14 88.411736 79.866904 13.311307
15 88.411736 83.877739 10.573144
16 88.411736 85.716069 7.876353
17 88.411736 84.812757 11.897102
18 88.411736 86.928794 7.131885
19 88.411736 86.068933 9.554974
20 88.411736 85.658387 8.714189
21 88.411736 86.172614 9.243417
22 88.411736 84.440696 14.322436
23 88.411736 84.73144 15.300706
24 88.411736 85.832678 8.483431
25 88.411736 83.986734 12.700877
26 88.411736 85.037556 10.383078
27 88.411736 86.716656 6.660267
28 88.411736 85.832491 8.57308
29 88.411736 84.630483 16.568107
30 88.411736 87.410405 5.396402
