gen best mean std
0 66.225448 -1.904415 9.465219
1 66.225448 14.88162 16.078087
2 66.225448 40.537846 19.103144
3 66.225448 54.572453 11.777005
4 75.266659 57.491624 11.961193
5 75.601837 64.968731 4.235667
6 75.601837 64.98307 7.781995
7 75.601837 66.052784 2.845978
8 75.601837 65.339167 5.435523
9 75.601837 64.722319 7.771495
10 75.601837 66.344924 1.598696
11 75.601837 64.937696 7.33159
12 75.601837 65.130836 7.474063
13 75.601837 65.501045 5.571592
14 75.601837 65.958202 4.538084
15 75.601837 64.075004 9.937769
16 75.601837 66.047432 3.896833
17 75.601837 65.331879 6.454705
18 75.601837 65.512184 6.352831
19 75.601837 65.50876 5.536636
20 75.732142 65.964878 4.22293
21 75.732142 64.052984 6.307093
22 75.732142 63.893394 9.138656
23 75.732142 65.691716 3.482131
24 75.732142 64.425696 4.538081
25 75.732142 63.788296 5.167917
26 75.732142 64.069459 6.18004
27 75.732142 63.78996 5.479348
28 75.732142 62.006184 11.021829
29 75.732142 63.959529 5.948465
30 75.732142 64.779287 3.884467
