gen best mean std
0 47.740419 -0.532951 11.33862
1 65.74425 19.384213 15.90261
2 86.593424 36.990285 19.046413
3 88.193424 57.55923 14.65783
4 88.193424 64.595001 12.360415
5 88.193424 74.9018 15.855473
6 88.193424 83.982199 8.008042
7 88.193424 83.559011 7.60233
8 88.193424 83.995686 10.167716
9 88.193424 82.982389 11.590108
10 88.193424 81.957222 13.446803
11 88.193424 82.774971 11.37477
12 88.193424 81.365281 11.666286
13 88.193424 84.328205 10.166053
14 88.193424 82.866588 13.591898
15 88.193424 85.188934 5.901175
16 88.411736 78.428982 21.019145
17 88.411736 84.732091 7.134167
18 88.411736 84.858729 7.178988
19 88.411736 85.848281 4.608903
20 88.411736 84.903358 10.571984
21 88.411736 85.731382 5.636357
22 88.411736 86.338547 3.850766
23 88.411736 83.606699 11.477603
24 88.438793 85.155821 6.400752
25 88.438793 82.923556 9.577623
26 88.438793 83.932902 8.643342
27 88.438793 82.922023 9.495503
28 88.438793 82.528099 10.02886
29 88.438793 81.108841 13.114562
30 88.438793 76.370183 17.945468
