gen best mean std
0 91.772379 8.699017 30.116396
1 92.500134 69.139147 27.696957
2 92.53704 85.888855 12.996494
3 92.53704 89.883243 10.040974
4 92.53704 91.240734 5.238232
5 92.53704 91.442457 3.441771
6 92.927 91.094203 5.474606
7 92.927 91.801764 0.170092
8 92.927 91.80131 0.147575
9 93.035214 91.761783 0.649886
10 93.035214 91.862817 0.301756
11 93.035214 89.499472 13.653469
12 93.035214 92.190656 0.690781
13 93.035214 92.424663 1.220064
14 93.127 92.490171 1.36681
15 93.127 92.650909 1.028413
16 93.235214 92.792868 0.636803
17 93.235214 92.408344 1.700444
18 93.235214 92.850667 0.705463
19 93.235214 92.797226 1.41226
20 93.235214 92.811284 0.851357
21 93.235214 92.718365 1.439663
22 93.235214 93.002434 0.778602
23 93.235214 93.022849 0.814538
24 93.235214 92.124057 2.320985
25 93.235214 91.250016 10.109449
26 93.235214 92.797403 1.196901
27 93.235214 92.717817 1.465498
28 93.235214 93.034206 0.675395
29 93.235214 93.085677 0.59525
30 93.235214 92.931451 0.787085
