gen best mean std
0 91.772379 4.380967 26.29816
1 92.727 57.713923 35.558265
2 92.727 89.469762 10.521341
3 92.727 91.781925 0.094984
4 92.727 91.791471 0.133647
5 92.727 91.801018 0.162846
6 92.727 91.839202 0.243569
7 92.727 91.983142 0.395122
8 92.727 92.357684 0.462098
9 92.727 92.725 0.0199
10 92.727 92.727 0.0
11 92.727 92.727 0.0
12 92.727 92.727 0.0
13 92.727 92.727 0.0
14 92.727 92.727 0.0
15 92.727 92.727 0.0
16 92.727 92.727 0.0
17 92.727 92.727 0.0
18 92.727 92.727 0.0
19 92.727 92.727 0.0
20 92.727 92.727 0.0
21 92.727 92.727 0.0
22 92.727 92.727 0.0
23 92.727 92.727 0.0
24 92.727 92.727 0.0
25 92.727 92.727 0.0
26 92.727 92.727 0.0
27 92.727 92.727 0.0
28 92.727 92.727 0.0
29 92.727 92.727 0.0
30 92.727 92.727 0.0
