gen best mean std
0 56.773463 -0.361243 11.343553
1 74.742332 24.585393 19.866903
2 74.895207 47.687227 17.650203
3 85.838793 55.918107 9.384908
4 85.838793 57.442876 6.659685
5 85.838793 57.980253 5.231552
6 85.838793 57.695401 4.263959
7 85.838793 57.423442 3.354602
8 85.838793 56.97838 4.849104
9 85.838793 57.155344 3.018943
10 85.838793 56.884818 3.647902
11 85.838793 57.064117 2.891964
12 85.838793 57.064117 2.891964
13 85.838793 56.819577 5.72522
14 85.838793 57.197679 7.408657
15 85.838793 57.577473 7.567498
16 85.838793 56.238988 13.449211
17 85.838793 60.665374 11.537919
18 86.9894 68.019138 15.481563
19 86.9894 72.461251 12.775531
20 86.9894 71.650281 13.068123
21 86.9894 74.141008 16.071053
22 86.9894 81.949122 12.58204
23 86.9894 82.642515 14.764767
24 86.9894 85.229272 7.091615
25 86.9894 84.154237 9.629806
26 86.9894 83.049521 9.599775
27 86.9894 85.907878 4.625853
28 86.9894 84.572252 8.39295
29 86.9894 82.570354 14.908566
30 86.9894 85.356698 7.132363
