gen best mean std
0 65.773463 3.266956 17.220665
1 83.942332 30.044816 21.708845
2 84.342332 53.075885 15.595802
3 87.411736 59.234064 12.012998
4 87.411736 67.499294 13.264583
5 87.411736 79.664244 13.184606
6 87.411736 84.636104 9.177978
7 87.411736 86.105859 6.160606
8 87.411736 86.44565 5.255931
9 87.411736 85.510506 7.597297
10 87.411736 82.788645 14.965454
11 87.593424 85.791272 6.562259
12 88.993424 85.482626 7.601995
13 89.593424 82.029199 11.341654
14 89.593424 83.153088 8.141916
15 89.593424 80.932983 11.4187
16 89.593424 81.46603 11.083886
17 89.593424 83.020143 9.504434
18 89.593424 82.582208 11.253899
19 89.593424 81.31255 11.614871
20 89.593424 83.325937 10.492833
21 89.593424 81.812957 12.627142
22 89.593424 85.879188 7.462551
23 89.593424 86.67096 11.550874
24 89.593424 87.832787 6.674913
25 89.593424 87.713451 8.731481
26 89.593424 86.910049 10.45893
27 89.593424 87.465068 6.481031
28 89.593424 87.286444 8.280863
29 89.593424 85.055756 14.497947
30 89.593424 87.044546 8.280495
