gen best mean std
0 88.616393 6.382271 25.64387
1 92.172379 70.864112 26.973271
2 92.363558 79.661255 19.815367
3 92.58272 87.473678 11.964835
4 92.58272 88.365389 13.245541
5 92.58272 90.753807 5.413492
6 92.58272 91.011838 5.500769
7 92.58272 89.804154 8.875075
8 92.58272 86.987641 15.28221
9 92.789365 87.333832 13.088762
10 93.389365 86.877665 12.896124
11 93.389365 85.17064 15.839671
12 93.389365 83.128047 18.899583
13 93.389365 82.684311 16.056363
14 93.389365 82.905915 16.219724
15 93.389365 89.340398 6.914178
16 93.389365 91.129224 4.464489
17 93.389365 91.783954 2.701351
18 93.389365 89.364524 13.777621
19 93.389365 92.25319 0.834063
20 93.389365 91.954533 2.892739
21 93.389365 89.342413 11.645217
22 93.389365 91.659729 4.124224
23 93.389365 89.753026 11.473516
24 93.389365 90.548864 12.568707
25 93.389365 90.935606 8.183689
26 93.389365 89.469484 11.398385
27 93.389365 91.244346 5.644545
28 93.389365 91.059363 6.838518
29 93.389365 91.378412 5.470122
30 93.389365 89.233568 11.145804
