gen best mean std
0 92.518596 6.205378 25.157586
1 92.576119 67.33458 28.57108
2 92.576119 84.925376 11.694163
3 92.576119 83.563461 15.867041
4 92.58272 85.156446 14.206791
5 92.58272 90.515059 2.212936
6 92.58272 91.025642 8.14426
7 92.58272 92.516365 0.421931
8 92.58272 92.334122 0.96376
9 92.58272 89.916665 10.175409
10 92.58272 92.31458 0.963955
11 92.58272 92.545651 0.324296
12 92.58272 91.629185 6.285751
13 92.58272 92.297944 1.041218
14 92.58272 92.353401 0.917401
15 92.58272 90.750837 8.777844
16 92.58272 91.840528 6.230325
17 92.58272 92.447487 0.756671
18 92.58272 92.337511 0.967469
19 92.58272 92.135656 2.759212
20 92.58272 92.093647 2.062812
21 92.58272 91.174582 6.965496
22 92.58272 92.260757 1.03849
23 92.58272 92.05 2.095764
24 92.58272 92.179222 1.215672
25 92.58272 92.546228 0.297416
26 92.58272 92.060788 1.37756
27 92.58272 91.228819 8.155645
28 92.58272 92.420284 0.790338
29 92.58272 92.395309 0.889962
30 92.58272 92.318065 1.067827
