gen best mean std
0 91.772379 11.516464 31.442044
1 93.527 70.124798 26.632069
2 93.527 84.228784 16.340956
3 93.527 87.127507 14.325752
4 93.527 90.99835 7.915477
5 93.527 91.789925 0.174583
6 93.527 91.789925 0.174583
7 93.527 91.789925 0.174583
8 93.527 90.414761 9.099433
9 93.527 91.842564 0.343834
10 93.527 91.83737 0.368512
11 93.527 91.803717 0.719231
12 93.527 91.693778 0.901176
13 93.527 91.779461 0.477998
14 93.527 88.041927 14.485108
15 93.527 91.371588 1.973051
16 93.527 91.78567 0.476756
17 93.527 91.836211 0.351229
18 93.527 91.691769 1.030181
19 93.527 91.697217 1.117359
20 93.527 90.295834 10.614444
21 93.527 91.843376 4.566957
22 93.601503 92.906938 0.849459
23 93.727 92.903902 1.44017
24 93.727 93.123024 0.728266
25 93.727 93.38281 0.765075
26 93.727 92.943102 1.772632
27 93.727 93.558426 0.530934
28 93.727 92.37012 8.586142
29 93.727 92.949535 2.006505
30 93.727 93.529676 0.593897
