gen best mean std
0 91.772379 6.865902 27.054514
1 92.379644 56.843977 30.489323
2 92.379644 82.413387 16.334361
3 92.379644 82.757271 18.103315
4 92.494055 90.828842 6.371715
5 92.494055 90.374998 8.240852
6 92.494055 90.776937 7.011622
7 92.494055 91.259911 5.232647
8 92.494055 91.779596 0.071806
9 92.527 90.942912 6.207102
10 92.527 91.254241 5.231791
11 92.527 91.795018 0.128729
12 92.527 91.840295 0.215959
13 92.527 91.736209 0.932729
14 92.527 91.97031 0.330149
15 92.527 92.174182 0.991301
16 92.527 91.389685 4.222682
17 92.527 92.527 0.0
18 92.527 92.527 0.0
19 92.527 92.527 0.0
20 92.527 92.527 0.0
21 92.527 92.527 0.0
22 92.527 90.121278 10.959303
23 92.527 92.527 0.0
24 92.527 92.527 0.0
25 92.527 92.527 0.0
26 92.527 92.527 0.0
27 92.527 92.527 0.0
28 92.927 91.320132 7.188384
29 92.927 92.531 0.039799
30 92.927 92.531 0.039799
