gen best mean std
0 92.512404 14.588919 33.670767
1 92.58272 76.871963 24.029642
2 92.927 85.529108 16.682274
3 92.927 88.325824 13.098735
4 92.927 88.299449 12.755678
5 92.927 91.795471 0.161647
6 92.927 91.784672 0.115048
7 92.927 91.783925 0.114883
8 92.927 90.988456 7.916814
9 92.927 91.72244 0.623604
10 92.927 91.72244 0.623604
11 92.927 91.286878 4.373453
12 92.927 90.552556 8.621996
13 92.927 91.807018 0.196964
14 92.927 91.81166 0.203983
15 92.927 91.134664 4.643033
16 92.927 91.793314 0.164693
17 92.927 91.786511 0.171451
18 92.927 91.676794 0.87848
19 92.927 91.002624 5.511822
20 92.927 91.844374 0.213893
21 92.927 91.518907 2.463036
22 92.927 91.639308 4.254678
23 92.927 92.231652 0.802149
24 93.035214 92.341932 1.084372
25 93.127 91.666605 8.064666
26 93.527 92.745536 0.953588
27 93.527 92.586819 1.451113
28 93.527 92.732947 0.903346
29 93.527 92.849891 0.582602
30 93.527 91.628045 6.688674
