gen best mean std
0 56.860115 -0.586475 11.318743
1 85.253671 22.844209 18.476498
2 86.640905 47.084589 17.935534
3 87.811736 59.377002 8.288129
4 87.811736 61.194392 10.459753
5 87.811736 64.286411 14.842816
6 87.811736 66.853034 17.322723
7 88.793424 74.072104 16.345945
8 88.793424 80.66142 12.658943
9 88.793424 81.516711 13.87913
10 88.793424 82.839511 10.429873
11 88.793424 80.941068 14.487345
12 88.793424 80.471414 16.304886
13 88.793424 82.998408 11.954042
14 89.186285 80.276239 15.764745
15 89.186285 80.289024 15.548461
16 89.993424 79.746875 15.191394
17 89.993424 74.16679 19.249683
18 89.993424 78.05918 15.155575
19 89.993424 82.787631 12.467437
20 89.993424 85.225114 10.587727
21 89.993424 84.462645 11.353748
22 89.993424 70.434616 25.335014
23 89.993424 81.926461 16.537969
24 89.993424 87.682044 7.816734
25 89.993424 84.292617 17.545667
26 89.993424 83.189932 17.371979
27 89.993424 83.652447 16.373866
28 90.193424 81.115954 19.857623
29 90.193424 82.558012 17.336894
30 90.193424 86.545694 9.587861
