gen best mean std
0 65.881903 0.703252 14.303915
1 65.881903 23.302523 16.759831
2 87.038793 47.035518 17.305691
3 89.440905 57.450772 8.308481
4 89.440905 58.084248 7.551117
5 89.440905 59.124894 7.882924
6 89.440905 61.374965 10.475729
7 89.440905 65.672625 14.832669
8 89.440905 79.898923 12.887016
9 89.440905 83.413353 11.523206
10 89.440905 84.349786 9.038269
11 89.440905 85.381882 6.184481
12 89.440905 84.092651 10.632007
13 89.440905 83.424605 12.878484
14 89.440905 81.429576 12.477039
15 89.440905 83.153495 13.271884
16 89.440905 83.166468 11.585606
17 89.440905 83.82269 8.280762
18 89.440905 84.339325 8.946478
19 89.440905 83.846324 10.613027
20 89.440905 82.607751 9.22469
21 89.440905 80.700312 16.572649
22 89.440905 85.576327 5.860781
23 89.440905 84.679156 7.323655
24 89.440905 83.325451 10.728623
25 89.440905 83.661859 11.408448
26 89.440905 84.637301 8.218906
27 89.440905 79.486665 18.441316
28 89.440905 84.749734 7.028124
29 89.440905 85.180313 6.609269
30 89.440905 83.797532 9.828816
