gen best mean std
0 26.359103 -3.187008 6.873984
1 52.253112 10.144413 16.98074
2 57.240726 22.844983 22.346266
3 60.680689 36.938021 22.972101
4 60.680689 47.176342 13.612381
5 61.805001 49.145466 11.965744
6 61.805001 43.696584 18.324861
7 62.477682 48.573753 13.910596
8 62.477682 49.037754 9.789584
9 62.477682 52.091768 4.667277
10 62.477682 51.270639 7.502224
11 63.98241 50.450705 9.521992
12 63.98241 52.783189 2.153769
13 63.98241 53.403335 3.134653
14 63.98241 52.219827 4.496127
15 63.98241 51.933114 3.605737
