gen best mean std
0 14.89088 -2.755353 5.644067
1 25.537138 6.310054 9.416913
2 39.904899 17.038446 8.853311
3 39.904899 18.172503 8.471859
4 39.904899 20.503035 8.848948
5 39.904899 22.931919 6.673395
6 39.904899 22.685093 6.141471
7 39.904899 21.252429 6.799385
8 39.904899 21.972888 6.430155
9 41.512801 22.055354 8.404388
10 41.512801 21.101924 7.859684
11 44.656253 23.676307 7.083105
12 48.689044 24.956588 6.518023
13 48.689044 23.527751 7.719735
14 48.689044 23.96212 6.834002
15 51.220593 24.495675 7.547368
