gen best mean std
0 52.250566 -3.927021 8.937848
1 52.286241 6.586333 20.69768
2 60.567585 42.39146 19.467635
3 60.567585 48.07455 13.842715
4 60.922284 49.596554 10.269701
5 62.519254 51.435262 6.530099
6 63.033743 47.88724 15.283952
7 63.033743 51.663163 5.611416
8 63.033743 52.083631 3.889888
9 63.033743 51.356477 7.179381
10 63.033743 52.643745 1.734911
11 63.473075 54.287639 9.812519
12 63.473075 49.232899 12.489056
13 63.473075 53.566781 5.505649
14 84.244038 53.937325 6.689174
15 84.244038 53.418053 8.829601
