gen best mean std
0 17.562559 -4.221166 4.100655
1 56.856805 6.863842 16.131445
2 63.307867 24.529503 23.380567
3 63.764135 29.539532 24.46494
4 63.764135 38.36427 19.164345
5 63.764135 45.681145 17.073976
6 63.764135 44.88451 17.169148
7 63.764135 49.957445 9.875755
8 63.764135 49.199397 10.787253
9 63.764135 50.372508 7.98436
10 63.764135 51.078023 6.904127
11 63.764135 51.64172 6.698155
12 63.764135 50.500767 8.969331
13 63.764135 51.887454 4.721221
14 63.764135 51.726072 4.943569
15 63.764135 51.21786 6.346117
