gen best mean std
0 23.867345 -2.08671 8.163038
1 31.452368 12.823827 10.755036
2 37.955937 16.066047 11.07965
3 44.192691 19.952899 10.221305
4 44.192691 19.989252 8.660696
5 44.507353 22.299553 9.640523
6 53.8171 24.144353 7.97048
7 53.8171 21.904304 7.919147
8 53.8171 22.918326 9.062683
9 53.828419 25.973362 7.339559
10 58.65505 25.07475 11.919713
11 58.65505 23.180143 12.269523
12 60.739374 25.151233 9.939667
13 60.739374 24.753208 9.862722
14 60.739374 27.041882 10.756247
15 60.739374 25.5761 10.139032
