gen best mean std
0 14.74589 -3.980687 5.051857
1 31.147582 6.301167 9.695835
2 38.129103 15.615398 11.038269
3 38.16351 16.666815 10.159663
4 51.359929 17.181046 11.826519
5 60.72771 19.970143 10.900355
6 60.72771 22.584176 9.342601
7 60.72771 19.951177 12.993248
8 60.72771 24.135801 10.632299
9 60.72771 24.320712 12.953539
10 60.794333 28.646027 13.039187
11 60.810597 31.401152 15.105894
12 60.810597 26.419469 14.825167
13 60.810597 30.575334 13.8858
14 60.810597 32.668199 14.156871
15 60.810597 34.656366 14.882513
