gen best mean std
0 60.754586 -3.099601 9.960768
1 60.870605 11.745828 22.757944
2 60.87188 44.371189 19.637627
3 67.020751 52.091563 15.72908
4 67.020751 53.304383 14.401297
5 67.020751 52.066069 13.346864
6 67.020751 50.299986 14.742139
7 67.020751 54.947577 6.938549
8 67.020751 50.048947 13.784603
9 67.020751 49.788466 12.66262
10 67.020751 51.106577 12.307056
11 67.020751 50.213391 13.233854
12 67.020751 50.109587 13.119261
13 67.020751 49.498343 11.636938
14 67.020751 49.409191 12.510933
15 70.957691 46.330161 11.923079
