gen best mean std
0 0.229218 -6.424899 2.907865
1 33.622907 -1.778256 9.271526
2 37.019888 3.487026 11.12488
3 37.131144 1.058463 11.311554
4 37.212108 7.878544 12.483995
5 56.354588 10.98896 15.645561
6 56.354588 16.48401 19.149398
7 63.097657 34.082177 19.931736
8 63.143529 44.05377 16.39391
9 64.448279 45.865148 15.107021
10 64.448279 50.262701 12.15506
11 64.448279 50.170964 11.602418
12 64.448279 49.232937 13.138176
13 64.448279 53.692264 7.488791
14 64.448279 53.30029 8.935292
15 64.448279 54.247529 8.012831
