gen best mean std
0 28.717267 -2.40247 7.751325
1 30.908797 5.97733 12.423269
2 53.305325 12.473001 15.524856
3 53.305325 22.159869 14.719069
4 53.796921 21.333038 14.924466
5 57.651991 25.563612 15.812141
6 60.683405 26.669627 15.884126
7 60.683405 31.948123 16.985858
8 60.791913 37.297267 15.983334
9 60.862103 34.125484 16.298359
10 60.862103 38.860405 14.561934
11 60.864816 40.612146 13.270764
12 60.864816 44.722569 11.681868
13 67.449111 44.927596 11.106694
14 67.449111 48.156316 8.404528
15 77.193554 48.234286 10.64031
