gen best mean std
0 32.547769 -3.669415 7.620447
1 33.021737 0.305194 10.746149
2 33.028551 8.200331 12.922945
3 33.028551 13.129092 13.414482
4 37.816751 21.493328 13.422715
5 42.719674 27.120539 9.835424
6 42.719674 27.065803 8.235555
7 42.719674 29.169238 5.964968
8 42.719674 31.057316 4.410975
9 42.928865 31.230956 6.131861
10 42.928865 30.808365 8.019979
11 42.928865 31.8012 7.992357
12 42.928865 34.847023 6.99054
13 42.986855 33.155518 8.69355
14 42.986855 30.780206 10.205444
15 42.986855 31.900527 10.088109
